,age,worksalary_class,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary_class
19010,20,Civil_servant,178517.0,Secondary_edu,10,Single,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
19011,63,Self_employed,131417.0,Primary_education,5,Married,Farming-fishing,Husband,White,Male,1797,0,21,United-States,<=50K
19012,44,Private,57233.0,Secondary_edu,10,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
19013,33,Private,379699.1999999997,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19014,25,Private,122175.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
19015,38,Private,107302.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
19016,31,Civil_servant,127651.0,Primary_education,6,Single,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
19017,33,Self_employed,102884.0,Graduate,13,Married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
19018,49,Self_employed,241753.0,Secondary_edu,9,Unmarried,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
19019,28,Private,173611.0,Secondary_edu,9,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
19020,29,Private,232666.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19021,23,Private,352207.0,Secondary_edu,11,Single,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
19022,37,Self_employed,241998.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,18,United-States,>50K
19023,52,Private,279129.0,Secondary_edu,10,Single,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,>50K
19024,27,Private,177057.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19025,47,Private,155659.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,5013,0,55,United-States,>50K
19026,21,Private,251603.0,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19027,41,Civil_servant,39463.2,Graduate,13,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Others,>50K
19028,61,Private,115023.0,Secondary_edu,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
19029,32,Private,101709.0,Graduate,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
19030,21,Private,313702.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
19031,63,Private,250068.0,Primary_education,8,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
19032,34,Private,227359.0,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,42,United-States,<=50K
19033,21,Civil_servant,196827.0,Secondary_edu,12,Single,Tech-support,Own-child,White,Male,0,0,18,United-States,<=50K
19034,44,Private,118550.0,Secondary_edu,9,Unmarried,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
19035,26,Private,285004.0,Graduate,13,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,35,Others,<=50K
19036,36,Private,280169.0,Post_Grad,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
19037,39,Private,144608.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
19038,52,Private,76860.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,18,Others,<=50K
19039,44,Self_employed,167280.0,Graduate,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19040,42,Private,334783.0,Secondary_edu,9,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
19041,60,Private,141580.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19042,31,Private,226443.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19043,30,Private,366065.0,Secondary_edu,10,Single,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
19044,23,Private,225724.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
19045,63,Civil_servant,132204.0,Primary_education,5,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
19046,39,Private,258276.0,Graduate,13,Married,Tech-support,Husband,Asian-Pac-Islander,Male,3137,0,40,United-States,<=50K
19047,38,Private,197711.0,Primary_education,6,Unmarried,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
19048,21,Private,39463.2,Secondary_edu,10,Single,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
19049,28,Civil_servant,335015.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19050,34,Private,61272.0,Graduate,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
19051,47,Private,106544.0,Secondary_edu,9,Single,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
19052,36,Private,144169.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19053,27,Private,40295.0,Secondary_edu,9,Single,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
19054,56,Private,266091.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Female,2907,0,52,Others,<=50K
19055,57,Private,143030.0,Secondary_edu,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
19056,42,Civil_servant,192397.0,Secondary_edu,10,Unmarried,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
19057,43,Private,114351.0,Secondary_edu,9,Unmarried,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
19058,48,Private,63466.0,Secondary_edu,9,Married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
19059,53,Private,132304.0,Secondary_edu,9,Unmarried,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Others,<=50K
19060,58,Private,128162.0,Secondary_edu,9,Unmarried,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
19061,19,Private,125938.0,Primary_education,8,Single,Other-service,Own-child,White,Male,0,0,40,Others,<=50K
19062,37,Private,170174.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K
19063,41,Self_employed,203451.0,Secondary_edu,10,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,<=50K
19064,31,Private,109917.0,Primary_education,5,Unmarried,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
19065,31,Private,114937.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
19066,53,Civil_servant,231196.0,Secondary_edu,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
19067,19,Private,238474.0,Secondary_edu,10,Single,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
19068,56,Private,314149.0,PhD,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19069,55,Civil_servant,39463.2,Secondary_edu,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
19070,51,Private,360131.0,Primary_education,5,Married,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
19071,62,Private,141308.0,Secondary_edu,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19072,43,Private,83411.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
19073,45,Private,119835.0,Primary_education,5,Unmarried,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
19074,28,Civil_servant,296537.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
19075,46,Private,193047.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19076,62,Civil_servant,39630.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
19077,57,Civil_servant,213975.0,Secondary_edu,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
19078,60,Civil_servant,259803.0,Graduate,13,Married,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
19079,23,Civil_servant,55465.0,Secondary_edu,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19080,47,Private,181307.0,Secondary_edu,10,Married,Sales,Husband,White,Male,5013,0,60,United-States,>50K
19081,21,Private,211301.0,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Female,0,0,18,United-States,<=50K
19082,51,Private,200450.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K
19083,61,Civil_servant,176731.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19084,52,Self_employed,140985.0,Graduate,13,Married,Adm-clerical,Wife,White,Female,5013,0,30,United-States,>50K
19085,63,Private,125784.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
19086,24,Private,152176.0,Secondary_edu,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,39,United-States,<=50K
19087,31,Self_employed,111423.0,Graduate,13,Single,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
19088,43,Private,130126.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,5013,0,50,United-States,>50K
19089,58,Civil_servant,39463.2,Secondary_edu,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19090,19,Private,214989.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,24,United-States,<=50K
19091,19,Private,272800.0,Primary_education,8,Single,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
19092,44,Private,195881.0,Secondary_edu,10,Unmarried,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,<=50K
19093,41,Civil_servant,170924.0,Secondary_edu,10,Single,Prof-specialty,Other-relative,White,Male,0,0,18,United-States,<=50K
19094,21,Private,131473.0,Secondary_edu,10,Single,Sales,Own-child,Asian-Pac-Islander,Male,0,0,20,Others,<=50K
19095,40,Private,149466.0,Secondary_edu,9,Unmarried,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
19096,25,Private,190418.0,Secondary_edu,10,Single,Other-service,Own-child,White,Male,0,0,30,Others,<=50K
19097,62,Civil_servant,167889.0,PhD,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Others,<=50K
19098,42,Private,177989.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19099,35,Private,186035.0,Secondary_edu,11,Single,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
19100,19,Private,195805.0,Secondary_edu,9,Single,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
19101,60,Private,54800.0,Secondary_edu,9,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
19102,20,Private,100605.0,Secondary_edu,9,Single,Sales,Own-child,Other,Male,0,0,40,Others,<=50K
19103,23,Private,253190.0,Secondary_edu,12,Married,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K
19104,19,Private,203301.0,Secondary_edu,9,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
19105,40,Private,175696.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
19106,19,Private,278304.0,Secondary_edu,10,Single,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
19107,51,Private,93193.0,Secondary_edu,9,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
19108,41,Civil_servant,158688.0,Graduate,13,Married,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
19109,19,Private,327612.0,Primary_education,6,Single,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
19110,41,Private,210844.0,Secondary_edu,10,Married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
19111,27,Private,147340.0,Secondary_edu,10,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
19112,63,Self_employed,130436.0,Primary_education,5,Unmarried,Craft-repair,Not-in-family,White,Female,0,0,28,United-States,<=50K
19113,25,Private,206600.0,Primary_education,8,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Others,<=50K
19114,63,Private,284680.0,Secondary_edu,9,Unmarried,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
19115,45,Private,127738.0,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
19116,25,Private,213412.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
19117,50,Private,287927.0,Secondary_edu,9,Married,Prof-specialty,Wife,White,Female,0,0,18,United-States,<=50K
19118,44,Private,249332.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,40,Others,<=50K
19119,44,Civil_servant,290403.0,Secondary_edu,11,Unmarried,Protective-serv,Own-child,White,Female,0,0,40,Others,<=50K
19120,49,Private,54772.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,3103,0,45,United-States,>50K
19121,44,Self_employed,56651.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,5013,0,45,United-States,>50K
19122,42,Civil_servant,178470.0,Secondary_edu,9,Unmarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19123,20,Private,62865.0,Secondary_edu,9,Single,Priv-house-serv,Not-in-family,White,Female,0,0,45,United-States,<=50K
19124,63,Private,107196.0,Secondary_edu,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,18,United-States,<=50K
19125,19,Private,86860.0,Secondary_edu,10,Single,Exec-managerial,Own-child,White,Male,0,0,18,United-States,<=50K
19126,60,Private,130684.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
19127,46,Private,164682.0,Secondary_edu,11,Unmarried,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19128,42,Private,198316.0,Secondary_edu,11,Unmarried,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
19129,59,Private,261816.0,Secondary_edu,10,Unmarried,Exec-managerial,Not-in-family,White,Female,0,0,52,Others,<=50K
19130,58,Private,280309.0,Secondary_edu,12,Married,Exec-managerial,Husband,White,Male,5013,0,60,United-States,>50K
19131,47,Private,97176.0,Secondary_edu,9,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
19132,58,Private,95835.0,Secondary_edu,10,Married,Tech-support,Husband,White,Male,0,0,36,United-States,<=50K
19133,63,Private,323016.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,5013,0,40,United-States,>50K
19134,19,Private,280670.0,Primary_education,6,Single,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
19135,19,Private,136306.0,Primary_education,7,Single,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
19136,28,Private,65171.0,Secondary_edu,10,Married,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
19137,37,Private,39463.2,Secondary_edu,9,Unmarried,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19138,30,Private,149531.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19139,36,Private,39463.2,Secondary_edu,10,Unmarried,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19140,45,Private,172822.0,Primary_education,7,Unmarried,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,>50K
19141,59,Private,106748.0,Primary_education,5,Married,Other-service,Wife,White,Female,0,0,60,United-States,<=50K
19142,45,Private,131826.0,Secondary_edu,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19143,53,Civil_servant,216691.0,PhD,14,Unmarried,Prof-specialty,Not-in-family,White,Female,5013,0,40,United-States,>50K
19144,37,Private,133328.0,Secondary_edu,9,Unmarried,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
19145,26,Private,164737.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
19146,53,Civil_servant,99064.0,Primary_education,5,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19147,44,Civil_servant,59460.0,Secondary_edu,9,Married,Other-service,Wife,White,Female,0,0,18,United-States,<=50K
19148,27,Private,208725.0,Graduate,13,Single,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19149,22,Private,138513.0,Secondary_edu,10,Single,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19150,41,Private,121055.0,Secondary_edu,9,Unmarried,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
19151,53,Private,149784.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19152,58,Private,114495.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
19153,34,Private,133278.0,Primary_education,8,Unmarried,Prof-specialty,Unmarried,Black,Female,0,0,53,United-States,<=50K
19154,32,Private,212276.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
19155,32,Private,379699.1999999997,Secondary_edu,10,Married,Handlers-cleaners,Husband,White,Male,0,0,38,Others,<=50K
19156,47,Private,98012.0,Post_Grad,14,Married,Prof-specialty,Wife,White,Female,5013,0,40,United-States,>50K
19157,27,Private,145284.0,Secondary_edu,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
19158,25,Private,177147.0,Secondary_edu,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19159,40,Private,141537.0,Primary_education,6,Unmarried,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
19160,36,Self_employed,48093.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
19161,23,Civil_servant,314819.0,Secondary_edu,9,Single,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
19162,44,Private,123572.0,Primary_education,5,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
19163,19,Private,170800.0,Secondary_edu,9,Single,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
19164,42,Private,332401.0,Graduate,13,Single,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
19165,60,Self_employed,193038.0,Secondary_edu,10,Married,Farming-fishing,Husband,White,Male,0,0,18,United-States,<=50K
19166,41,Private,351161.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
19167,45,Civil_servant,106910.0,Secondary_edu,9,Single,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
19168,63,Private,163726.0,Primary_education,5,Married,Prof-specialty,Husband,White,Male,0,0,49,United-States,<=50K
19169,36,Self_employed,379699.1999999997,Graduate,13,Married,Transport-moving,Husband,Black,Male,0,0,48,United-States,<=50K
19170,52,Civil_servant,314627.0,Post_Grad,14,Unmarried,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
19171,28,Private,115945.0,PhD,14,Single,Adm-clerical,Own-child,White,Male,0,0,18,United-States,<=50K
19172,63,Self_employed,272248.0,Secondary_edu,9,Unmarried,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
19173,19,Private,167878.0,Primary_education,7,Single,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
19174,27,Private,176972.0,Secondary_edu,11,Single,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19175,35,Self_employed,39463.2,Secondary_edu,11,Single,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
19176,40,Private,130834.0,Secondary_edu,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19177,23,Private,207415.0,Secondary_edu,12,Married,Sales,Wife,White,Female,0,0,25,United-States,<=50K
19178,51,Civil_servant,264457.0,Primary_education,7,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
19179,51,Private,340588.0,Primary_education,5,Married,Other-service,Husband,White,Male,0,0,54,Others,<=50K
19180,63,Private,42435.0,Primary_education,6,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
19181,28,Private,107411.0,Secondary_edu,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
19182,53,Private,290640.0,Secondary_edu,9,Married,Other-service,Husband,White,Male,0,0,50,Others,>50K
19183,29,Private,106179.0,Graduate,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,35,Others,<=50K
19184,19,Private,247679.0,Secondary_edu,9,Single,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
19185,30,Private,171598.0,Graduate,13,Married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
19186,23,Private,234460.0,Primary_education,5,Single,Machine-op-inspct,Own-child,Black,Female,0,0,40,Others,<=50K
19187,63,Private,196674.0,Graduate,13,Married,Sales,Husband,White,Male,0,0,18,United-States,>50K
19188,27,Private,182540.0,Primary_education,7,Single,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19189,35,Private,172694.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
19190,19,Private,39463.2,Primary_education,8,Single,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,<=50K
19191,27,Private,130438.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19192,27,Private,213421.0,Secondary_edu,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
19193,44,Civil_servant,189956.0,Graduate,13,Married,Protective-serv,Wife,Black,Female,5013,0,40,United-States,>50K
19194,63,Private,133144.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,18,United-States,<=50K
19195,62,Self_employed,39463.2,Secondary_edu,9,Widowed,Sales,Not-in-family,White,Female,0,0,18,United-States,<=50K
19196,26,Private,276967.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19197,40,Private,184857.0,Secondary_edu,9,Unmarried,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
19198,40,Private,145160.0,PhD,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19199,35,Private,192251.0,Secondary_edu,9,Unmarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
19200,25,Private,190650.0,Graduate,13,Single,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
19201,52,Civil_servant,255927.0,Secondary_edu,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,<=50K
19202,46,Private,99086.0,Secondary_edu,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
19203,30,Private,216811.0,Secondary_edu,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
19204,52,Private,110563.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19205,28,Private,120471.0,Secondary_edu,9,Single,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States,<=50K
19206,19,Private,183066.0,Primary_education,6,Single,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
19207,46,Civil_servant,298786.0,Secondary_edu,10,Single,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
19208,45,Private,297884.0,Graduate,13,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
19209,21,Private,253612.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,1055,0,32,United-States,<=50K
19210,19,Self_employed,207438.0,Secondary_edu,9,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
19211,19,Private,148522.0,Primary_education,7,Single,Other-service,Own-child,White,Male,0,0,18,United-States,<=50K
19212,63,Private,139660.0,Secondary_edu,10,Unmarried,Sales,Unmarried,Black,Female,0,0,37,United-States,<=50K
19213,23,Private,165474.0,Secondary_edu,10,Single,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19214,41,Private,120277.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19215,19,Self_employed,67929.0,Secondary_edu,10,Single,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
19216,63,Private,229418.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
19217,23,Civil_servant,41356.0,Secondary_edu,12,Single,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,<=50K
19218,28,Private,185127.0,Secondary_edu,10,Single,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K
19219,37,Private,109133.0,Secondary_edu,12,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
19220,57,Private,148315.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,30,United-States,<=50K
19221,30,Civil_servant,145692.0,Secondary_edu,10,Single,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
19222,48,Private,210424.0,Secondary_edu,9,Unmarried,Adm-clerical,Unmarried,White,Female,914,0,40,United-States,<=50K
19223,63,Private,198526.0,Secondary_edu,9,Widowed,Other-service,Other-relative,White,Female,0,0,32,United-States,<=50K
19224,25,Private,379699.1999999997,Primary_education,5,Single,Machine-op-inspct,Other-relative,White,Male,0,0,40,Others,<=50K
19225,33,Private,100882.0,Post_Grad,14,Single,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
19226,36,Private,124818.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19227,28,Private,190836.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,3411,0,40,United-States,<=50K
19228,57,Private,71367.0,Secondary_edu,9,Unmarried,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
19229,31,Private,303032.0,Secondary_edu,10,Single,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
19230,35,Private,98989.0,Primary_education,5,Unmarried,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,38,United-States,<=50K
19231,40,Civil_servant,379699.1999999997,Secondary_edu,9,Unmarried,Other-service,Not-in-family,Black,Female,0,0,48,United-States,<=50K
19232,32,Private,54782.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
19233,35,Private,202683.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19234,26,Private,213081.0,Secondary_edu,9,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,Others,<=50K
19235,27,Self_employed,89718.0,Secondary_edu,10,Unmarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
19236,19,Private,225106.0,Primary_education,6,Single,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
19237,29,Private,253262.0,Secondary_edu,10,Single,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
19238,19,Private,78181.0,Primary_education,7,Single,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
19239,20,Private,158206.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
19240,63,Private,337720.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K
19241,19,Civil_servant,379699.1999999997,Secondary_edu,10,Single,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
19242,56,Private,134756.0,Secondary_edu,9,Single,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
